Date & Time,Usage [kW]
1/30/2023 8:00,-0.776210833
1/30/2023 9:00,-2.529415556
1/30/2023 10:00,-1.640113611
1/30/2023 11:00,-1.160726111
1/30/2023 12:00,-2.807443611
1/30/2023 13:00,-0.0302875
1/30/2023 14:00,-0.011496389
1/30/2023 15:00,0.053753611
1/30/2023 16:00,0.019736111
1/30/2023 17:00,-0.0164275
1/30/2023 18:00,-0.016986944
1/30/2023 19:00,-0.017104167
1/30/2023 20:00,-0.017256111
1/30/2023 21:00,-0.017257222
1/30/2023 22:00,-0.01729
1/30/2023 23:00,-0.017396111
1/31/2023 0:00,-0.017431667
1/31/2023 1:00,-0.017468056
1/31/2023 2:00,-0.017481944
1/31/2023 3:00,-0.017515
1/31/2023 4:00,-0.017454167
1/31/2023 5:00,-0.017274722
1/31/2023 6:00,-0.060088889
1/31/2023 7:00,-3.067624722
1/31/2023 8:00,-3.560282778
1/31/2023 9:00,-2.53012
1/31/2023 10:00,-1.7936575
1/31/2023 11:00,-1.508644444
1/31/2023 12:00,-1.175396389
1/31/2023 13:00,-1.034067778
1/31/2023 14:00,0.019299444
1/31/2023 15:00,0.049881944
1/31/2023 16:00,0.018369444
1/31/2023 17:00,-0.016470278
1/31/2023 18:00,-0.016843611
1/31/2023 19:00,-0.016991111
1/31/2023 20:00,-0.017152222
1/31/2023 21:00,-0.017118889
1/31/2023 22:00,-0.017189722
1/31/2023 23:00,-0.01729
2/1/2023 0:00,-0.017338333
2/1/2023 1:00,-0.017317778
2/1/2023 2:00,-0.017352778
2/1/2023 3:00,-0.017376389
2/1/2023 4:00,-0.017325833
2/1/2023 5:00,-3.369860278
2/1/2023 6:00,-3.5745975
2/1/2023 7:00,-3.589679722
2/1/2023 8:00,-1.997376944
2/1/2023 9:00,-0.079450833
2/1/2023 10:00,-1.482113889
2/1/2023 11:00,-1.420074444
2/1/2023 12:00,-1.673239167
2/1/2023 13:00,-1.674495556
2/1/2023 14:00,-2.399109444
2/1/2023 15:00,-3.853913889
2/1/2023 16:00,0.088551944
2/1/2023 17:00,-0.001719722
2/1/2023 18:00,-0.016831111
2/1/2023 19:00,-0.243769167
2/1/2023 20:00,-0.03668
2/1/2023 21:00,-0.017116389
2/1/2023 22:00,-0.017245833
2/1/2023 23:00,-0.017208611
2/2/2023 0:00,-0.017242222
2/2/2023 1:00,-0.017244722
2/2/2023 2:00,-0.017318611
2/2/2023 3:00,-0.017356111
2/2/2023 4:00,-0.224956111
2/2/2023 5:00,-0.070998889
2/2/2023 6:00,-0.017335278
2/2/2023 7:00,0.026311389
2/2/2023 8:00,0.141895
2/2/2023 9:00,-3.028676667
2/2/2023 10:00,-2.998805833
2/2/2023 11:00,-3.054595556
2/2/2023 12:00,-4.831013333
2/2/2023 13:00,-5.668322222
